====================     2021-02-26    ====================8ff694f  Update android binder + ashmem + lowmemorykiller  [kimocoder]
73d2bed  Merge changes  [kimocoder]
cb0bfeb  userns; Correct the comment in map_write  [Eric W. Biederman]
9c875fd  sys: don't hold uts_sem while accessing userspace memory  [Jann Horn]
4b4d484  osf_getdomainname(): use copy_to_user()  [Al Viro]
fa986ac  mm/tlb: Remove tlb_remove_table() non-concurrent condition  [Peter Zijlstra]
974b24a  ARM: tegra: Fix Tegra30 Cardhu PCA954x reset  [Jon Hunter]
2cd6dfe  pnfs/blocklayout: off by one in bl_map_stripe()  [Dan Carpenter]
2bd2762  9p: fix multiple NULL-pointer-dereferences  [Tomas Bortoli]
bdeff5a  uprobes: Use synchronize_rcu() not synchronize_sched()  [Steven Rostedt (VMware)]
5b721c7  kthread, tracing: Don't expose half-written comm when creating kthreads  [Snild Dolkow]
9b3a418  tracing/blktrace: Fix to allow setting same value  [Steven Rostedt (VMware)]
6e3cdf41  tracing: Do not call start/stop() functions when tracing_on does not change  [Steven Rostedt (VMware)]
c69fb01  iio: ad9523: Fix return value for ad952x_store()  [Lars-Peter Clausen]
2202cab  iio: ad9523: Fix displayed phase  [Lars-Peter Clausen]
3f03f4e9  dm cache metadata: save in-core policy_hint_size to on-disk superblock  [Mike Snitzer]
4684c7b  net/9p/trans_fd.c: fix race-condition by flushing workqueue before the kfree()  [Tomas Bortoli]
9327887  net/9p/client.c: version pointer uninitialized  [Tomas Bortoli]
5f8b139  9p/virtio: fix off-by-one error in sg list bounds check  [jiangyiwen]
194bd03  powerpc/pseries: Fix endianness while restoring of r3 in MCE handler.  [Mahesh Salgaonkar]
f48f9de  powerpc/fadump: handle crash memory ranges array index overflow  [Hari Bathini]
410ea7d  spi: davinci: fix a NULL pointer dereference  [Bartosz Golaszewski]
51470f7  Linux 3.18.121  [Greg Kroah-Hartman]
7a669b0  cdrom: Fix info leak/OOB read in cdrom_ioctl_drive_status  [Scott Bauer]
74a48d3  scsi: core: Avoid that SCSI device removal through sysfs triggers a deadlock  [Bart Van Assche]
0b28efb  scsi: sysfs: Introduce sysfs_{un,}break_active_protection()  [Bart Van Assche]
de71697  MIPS: Correct the 64-bit DSP accumulator register size  [Maciej W. Rozycki]
7f066ba  kprobes: Make list and blacklist root user read only  [Masami Hiramatsu]
8a14fda  s390/pci: fix out of bounds access during irq setup  [Sebastian Ott]
03d45e8  s390/qdio: reset old sbal_state flags  [Julian Wiedmann]
cc36b5a  pinctrl: freescale: off by one in imx1_pinconf_group_dbg_show()  [Dan Carpenter]
9f9ca14  ASoC: sirf: Fix potential NULL pointer dereference  [Gustavo A. R. Silva]
4bc1c9d  udl-kms: fix crash due to uninitialized memory  [Mikulas Patocka]
9c6992b  udl-kms: handle allocation failure  [Mikulas Patocka]
c0699d3  udl-kms: change down_interruptible to down  [Mikulas Patocka]
9bfc724  fuse: Add missed unlock_page() to fuse_readpages_fill()  [Kirill Tkhai]
ce16390  fuse: Don't access pipe->buffers without pipe_lock()  [Andrey Ryabinin]
ccb33a4  x86/process: Re-export start_thread()  [Rian Hunter]
d4487fb  KVM: arm/arm64: Skip updating PMD entry if no change  [Punit Agrawal]
a373d62  KVM: arm/arm64: Skip updating PTE entry if no change  [Punit Agrawal]
af09d88  arm64: mm: check for upper PAGE_SHIFT bits in pfn_valid()  [Greg Hackmann]
f359e61  ext4: reset error code in ext4_find_entry in fallback  [Eric Sandeen]
a8efcd2  s390/kvm: fix deadlock when killed by oom  [Claudio Imbrenda]
b2a5dce  btrfs: don't leak ret from do_chunk_alloc  [Josef Bacik]
169b13d  mm/memory.c: check return value of ioremap_prot  [jie@chenjie6@huwei.com]
d76322e  scsi: vmw_pvscsi: Return DID_RESET for status SAM_STAT_COMMAND_TERMINATED  [Jim Gill]
90eb467  scsi: fcoe: drop frames in ELS LOGO error path  [Johannes Thumshirn]
bd37ed9  drivers: net: lmc: fix case value for target abort error  [Colin Ian King]
d95160a  arc: fix type warnings in arc/mm/cache.c  [Randy Dunlap]
5aed003  arc: fix build errors in arc/include/asm/delay.h  [Randy Dunlap]
4c417d8  enic: handle mtu change for vf properly  [Govindarajulu Varadarajan]
5029c1f  Revert "MIPS: BCM47XX: Enable 74K Core ExternalSync for PCIe erratum"  [Rafał Miłecki]
3289c13  tools/power turbostat: Read extended processor family from CPUID  [Calvin Walton]
a6c935d  zswap: re-check zswap_is_full() after do zswap_shrink()  [Li Wang]
63bf056  selftests/ftrace: Add snapshot and tracing_on test case  [Masami Hiramatsu]
8daaf36  cachefiles: Wait rather than BUG'ing on "Unexpected object collision"  [Kiran Kumar Modukuri]
77d2128  cachefiles: Fix refcounting bug in backing-file read monitoring  [Kiran Kumar Modukuri]
31faf4d  fscache: Allow cancelled operations to be enqueued  [Kiran Kumar Modukuri]
9fe4a59  net: axienet: Fix double deregister of mdio  [Shubhrajyoti Datta]
f413f51  bnx2x: Fix invalid memory access in rss hash config path.  [Sudarsana Reddy Kalluru]
09c71d3  media: staging: omap4iss: Include asm/cacheflush.h after generic includes  [Guenter Roeck]
d3b136a  can: mpc5xxx_can: check of_iomap return before use  [Nicholas Mc Guire]
dde5161  atl1c: reserve min skb headroom  [Florian Westphal]
a444aa6  net: caif: Add a missing rcu_read_unlock() in caif_flow_cb  [YueHaibing]
aaeaf65  tools/power turbostat: fix -S on UP systems  [Len Brown]
59c012e  usb: gadget: f_uac2: fix endianness of 'struct cntrl_*_lay3'  [Eugeniu Rosca]
19a2f4e  tools: usb: ffs-test: Fix build on big endian systems  [Peter Senna Tschudin]
8e56596  usb/phy: fix PPC64 build errors in phy-fsl-usb.c  [Randy Dunlap]
178989b  usb: gadget: r8a66597: Fix a possible sleep-in-atomic-context bugs in r8a66597_queue()  [Jia-Ju Bai]
2c3c280  usb: gadget: r8a66597: Fix two possible sleep-in-atomic-context bugs in init_controller()  [Jia-Ju Bai]
9b09981  drm/imx: imx-ldb: check if channel is enabled before printing warning  [Lucas Stach]
995c300  drm/imx: imx-ldb: disable LDB on driver bind  [Lucas Stach]
c1e93a4  scsi: libiscsi: fix possible NULL pointer dereference in case of TMF  [Varun Prakash]
0d53258  nl80211: Add a missing break in parse_station_flags  [Bernd Edlinger]
71db548  mac80211: add stations tied to AP_VLANs during hw reconfig  [mpubbise@codeaurora.org]
039cb21  xfrm: free skb if nlsk pointer is NULL  [Florian Westphal]
07556b5  xfrm: fix missing dst_release() after policy blocking lbcast and multicast  [Tommi Rantala]
45ee55d  Cipso: cipso_v4_optptr enter infinite loop  [yujuan.qi]
a263ad98  sched/sysctl: Check user input value of sysctl_sched_time_avg  [Ethan Zhao]
20d3f797  More kernel work + More supported devices * Aimed at getting this (older) driver module less, it's easier to work   with kernels that have modules inbuilt rather than loading/offloading modules (hazzle)  [kimocoder]
760ebdb  Merge changes (read description for more) * Started adding USB internal support (OTG, adapters etc) * Added a bunch of USB adapter support * Added the wcd9335 audio codec  [kimocoder]
d5dd154  Add more driver/functions inbuilt (in kernel) over module  [kimocoder]
aee0b19  Added carl9170 injection patch  [kimocoder]
cb70f6b  Added 1 more folder to gitignore  [kimocoder]
2be6842  Merge quite big changes (read more)   * Imported various code from CodeAurora (through Qualcomm CAF)   * Cherry picked IOMMU fixes from Qualcomm   * Cherry picked patches from mainline   * Updated / fixed DTS (dt-bindings)  [kimocoder]
====================     2021-02-22    ========================================     2021-02-21    ========================================     2021-02-20    ========================================     2021-02-19    ========================================     2021-02-18    ========================================     2021-02-17    ========================================     2021-02-16    ========================================     2021-02-15    ====================166a0cf  Applied mac80211 packet injection patch  [yesimxev]
95849f7  Added HID keyboard & mouse patch  [yesimxev]
====================     2021-02-14    ========================================     2021-02-13    ========================================     2021-02-12    ========================================     2021-02-11    ========================================     2021-02-10    ========================================     2021-02-09    ========================================     2021-02-08    ========================================     2021-02-07    ========================================     2021-02-06    ========================================     2021-02-05    ========================================     2021-02-04    ========================================     2021-02-03    ========================================     2021-02-02    ========================================     2021-02-01    ========================================     2021-01-31    ========================================     2021-01-30    ========================================     2021-01-29    ========================================     2021-01-28    ========================================     2021-01-27    ========================================     2021-01-26    ========================================     2021-01-25    ========================================     2021-01-24    ========================================     2021-01-23    ========================================     2021-01-22    ========================================     2021-01-21    ========================================     2021-01-20    ========================================     2021-01-19    ========================================     2021-01-18    ========================================     2021-01-17    ========================================     2021-01-16    ========================================     2021-01-15    ========================================     2021-01-14    ========================================     2021-01-13    ========================================     2021-01-12    ========================================     2021-01-11    ========================================     2021-01-10    ========================================     2021-01-09    ========================================     2021-01-08    ========================================     2021-01-07    ========================================     2021-01-06    ========================================     2021-01-05    ========================================     2021-01-04    ========================================     2021-01-03    ========================================     2021-01-02    ========================================     2021-01-01    ========================================     2020-12-31    ========================================     2020-12-30    ========================================     2020-12-29    ========================================     2020-12-28    ========================================     2020-12-27    ========================================     2020-12-26    ========================================     2020-12-25    ========================================     2020-12-24    ========================================     2020-12-23    ========================================     2020-12-22    ========================================     2020-12-21    ========================================     2020-12-20    ========================================     2020-12-19    ========================================     2020-12-18    ========================================     2020-12-17    ========================================     2020-12-16    ========================================     2020-12-15    ========================================     2020-12-14    ========================================     2020-12-13    ========================================     2020-12-12    ========================================     2020-12-11    ========================================     2020-12-10    ========================================     2020-12-09    ========================================     2020-12-08    ========================================     2020-12-07    ========================================     2020-12-06    ========================================     2020-12-05    ====================517a909  Merge pull request #1 from Re4son/master  [yesimxev]
b328681  Initial NetHunter release  [Re4son]
====================     2020-12-04    ========================================     2020-12-03    ========================================     2020-12-02    ========================================     2020-12-01    ========================================     2020-11-30    ========================================     2020-11-29    ========================================     2020-11-28    ========================================     2020-11-27    ========================================     2020-11-26    ========================================     2020-11-25    ========================================     2020-11-24    ========================================     2020-11-23    ========================================     2020-11-22    ========================================     2020-11-21    ========================================     2020-11-20    ========================================     2020-11-19    ========================================     2020-11-18    ========================================     2020-11-17    ========================================     2020-11-16    ========================================     2020-11-15    ========================================     2020-11-14    ========================================     2020-11-13    ========================================     2020-11-12    ========================================     2020-11-11    ========================================     2020-11-10    ========================================     2020-11-09    ========================================     2020-11-08    ========================================     2020-11-07    ========================================     2020-11-06    ========================================     2020-11-05    ========================================     2020-11-04    ========================================     2020-11-03    ========================================     2020-11-02    ========================================     2020-11-01    ========================================     2020-10-31    ========================================     2020-10-30    ========================================     2020-10-29    ========================================     2020-10-28    ========================================     2020-10-27    ========================================     2020-10-26    ========================================     2020-10-25    ========================================     2020-10-24    ========================================     2020-10-23    ========================================     2020-10-22    ========================================     2020-10-21    ========================================     2020-10-20    ========================================     2020-10-19    ========================================     2020-10-18    ========================================     2020-10-17    ========================================     2020-10-16    ========================================     2020-10-15    ========================================     2020-10-14    ========================================     2020-10-13    ========================================     2020-10-12    ========================================     2020-10-11    ========================================     2020-10-10    ========================================     2020-10-09    ========================================     2020-10-08    ========================================     2020-10-07    ========================================     2020-10-06    ========================================     2020-10-05    ========================================     2020-10-04    ========================================     2020-10-03    ========================================     2020-10-02    ========================================     2020-10-01    ========================================     2020-09-30    ========================================     2020-09-29    ========================================     2020-09-28    ========================================     2020-09-27    ========================================     2020-09-26    ========================================     2020-09-25    ========================================     2020-09-24    ========================================     2020-09-23    ========================================     2020-09-22    ========================================     2020-09-21    ========================================     2020-09-20    ========================================     2020-09-19    ========================================     2020-09-18    ========================================     2020-09-17    ========================================     2020-09-16    ========================================     2020-09-15    ========================================     2020-09-14    ========================================     2020-09-13    ========================================     2020-09-12    ========================================     2020-09-11    ========================================     2020-09-10    ========================================     2020-09-09    ========================================     2020-09-08    ========================================     2020-09-07    ========================================     2020-09-06    ========================================     2020-09-05    ========================================     2020-09-04    ========================================     2020-09-03    ========================================     2020-09-02    ========================================     2020-09-01    ========================================     2020-08-31    ====================
